10000, 0.09897, 0.07886, 0.01299
10100, 0.07286, 0.07905, 0.01331
10200, 0.07591, 0.08181, 0.01356
10300, 0.07784, 0.08276, 0.01383
10400, 0.07521, 0.08366, 0.01407
10500, 0.07672, 0.08539, 0.01442
10600, 0.07845, 0.08842, 0.01668
10700, 0.08029, 0.09253, 0.01504
10800, 0.08150, 0.08997, 0.01521
10900, 0.08286, 0.09557, 0.01563
11000, 0.08413, 0.09351, 0.01580
11100, 0.08560, 0.09536, 0.01596
11200, 0.08723, 0.09688, 0.01635
11300, 0.08881, 0.09846, 0.01660
11400, 0.09016, 0.10002, 0.01693
11500, 0.09169, 0.10186, 0.01716
11600, 0.09493, 0.10523, 0.01745
11700, 0.09697, 0.10737, 0.01773
11800, 0.09864, 0.10920, 0.01807
11900, 0.09986, 0.11045, 0.01832
12000, 0.10166, 0.11250, 0.01869
12100, 0.10317, 0.11432, 0.01917
12200, 0.10538, 0.11658, 0.01937
12300, 0.10709, 0.11827, 0.01978
12400, 0.10868, 0.12024, 0.01999
12500, 0.11002, 0.12165, 0.02037
12600, 0.11187, 0.12369, 0.02060
12700, 0.11334, 0.12539, 0.02116
12800, 0.11565, 0.12796, 0.02130
12900, 0.11731, 0.12972, 0.02162
13000, 0.11867, 0.13128, 0.02196
13100, 0.12026, 0.13293, 0.02226
13200, 0.12202, 0.13494, 0.02255
13300, 0.12441, 0.13755, 0.02292
13400, 0.12626, 0.13972, 0.02331
13500, 0.12806, 0.14167, 0.02387
13600, 0.12958, 0.14338, 0.02405
13700, 0.13121, 0.14503, 0.02433
13800, 0.13328, 0.14743, 0.02471
13900, 0.13584, 0.14998, 0.02516
14000, 0.13760, 0.15213, 0.02547
14100, 0.13942, 0.15430, 0.02624
14200, 0.14160, 0.15597, 0.02611
14300, 0.14320, 0.15841, 0.02657
14400, 0.14446, 0.15963, 0.02699
14500, 0.14768, 0.16323, 0.02732
14600, 0.14988, 0.16564, 0.02778
14700, 0.15129, 0.16717, 0.02807
14800, 0.15313, 0.16940, 0.02851
14900, 0.15580, 0.17150, 0.02898
15000, 0.15799, 0.17449, 0.02943
15100, 0.16023, 0.17690, 0.02961
15200, 0.16259, 0.17958, 0.02998
15300, 0.16375, 0.18069, 0.03043
15400, 0.16560, 0.18309, 0.03072
15500, 0.16779, 0.18530, 0.03117
15600, 0.17116, 0.18884, 0.03156
15700, 0.17348, 0.19112, 0.03205
15800, 0.17588, 0.19388, 0.03245
15900, 0.17664, 0.19558, 0.03299
16000, 0.17922, 0.19787, 0.03341
16100, 0.18144, 0.20037, 0.03367
16200, 0.18447, 0.20342, 0.03409
16300, 0.18641, 0.20606, 0.03446
16400, 0.18813, 0.20773, 0.03489
16500, 0.19057, 0.21019, 0.03560
16600, 0.19261, 0.21248, 0.03588
16700, 0.19692, 0.21718, 0.03642
16800, 0.19993, 0.22005, 0.03679
16900, 0.20186, 0.22259, 0.03723
17000, 0.20380, 0.22483, 0.03783
17100, 0.20600, 0.22710, 0.03811
17200, 0.20848, 0.23010, 0.03856
17300, 0.21166, 0.23333, 0.03893
17400, 0.21421, 0.23600, 0.03946
17500, 0.21665, 0.23885, 0.03983
17600, 0.22053, 0.24301, 0.04022
17700, 0.22205, 0.24431, 0.04083
17800, 0.22425, 0.24704, 0.04128
17900, 0.22819, 0.25093, 0.04175
18000, 0.23034, 0.25340, 0.04214
18100, 0.23265, 0.25626, 0.04273
18200, 0.23386, 0.25743, 0.04307
18300, 0.23663, 0.26004, 0.04354
18400, 0.23941, 0.26342, 0.04381
18500, 0.24227, 0.26681, 0.04443
18600, 0.24522, 0.26989, 0.04483
18700, 0.24765, 0.27310, 0.04534
18800, 0.24961, 0.27476, 0.04590
18900, 0.25220, 0.27758, 0.04626
19000, 0.25486, 0.28051, 0.04685
19100, 0.25877, 0.28445, 0.04720
19200, 0.26020, 0.28694, 0.04787
19300, 0.26361, 0.29045, 0.04839
19400, 0.26593, 0.29264, 0.04865
19500, 0.26830, 0.29486, 0.04921
19600, 0.27015, 0.29722, 0.04968
19700, 0.27272, 0.30042, 0.05032
19800, 0.27524, 0.30309, 0.05059
19900, 0.28039, 0.30802, 0.05147
20000, 0.28264, 0.31131, 0.05188
